City,Date,PM2.5,PM10,Nox,CO2,SO2,O3,AQI
Bengaluru,29-12-2017,32.57,74.48,48.73,308.84,3.6,17.18,85
Bengaluru,30-12-2017,26.74,70.68,42.6,140.08,3.26,33.48,77
Bengaluru,31-12-2017,18.29,59.11,41.94,273.29,2.95,32.36,72
Bengaluru,01-01-2018,38.06,74.54,42.23,453.57,3.2,25.89,73
Bengaluru,02-01-2018,35.12,78.63,41.7,214.33,3.37,24.78,86
Bengaluru,03-01-2018,28.84,69.71,50.19,381.22,2.8,35.27,84
Bengaluru,04-01-2018,24.57,80.05,46.14,330.41,3.32,46.62,86
Bengaluru,05-01-2018,24.31,93.29,52.5,167.63,5.34,51.89,95
Bengaluru,06-01-2018,30.02,94.22,51.77,289.29,4.28,59.57,102
Bengaluru,07-01-2018,40.05,94.39,49.36,433.67,3.37,62.13,104
Bengaluru,08-01-2018,34.88,77.23,46.38,299.71,4.26,76.84,93
Bengaluru,09-01-2018,28.74,76.89,43.41,363.58,16.6,70.18,84
Bengaluru,10-01-2018,31.37,71,29.81,398.93,3.16,54.29,75
Bengaluru,11-01-2018,54.32,63.45,45.27,72.23,4.91,37.03,76
Bengaluru,12-01-2018,37.55,76.54,36.51,73.06,5.74,48.6,115
Bengaluru,13-01-2018,36.12,98.69,43.3,101.73,3.51,47.39,101
Bengaluru,14-01-2018,34.43,110.99,44.87,123.35,3.2,53.1,118
Bengaluru,15-01-2018,38.84,100.57,33.96,415.15,3.35,66.4,98
Bengaluru,16-01-2018,41.35,99.23,41.68,246.01,3.47,59.88,92
Bengaluru,17-01-2018,46.76,101.11,37.47,133.37,3.58,64.8,98
Bengaluru,18-01-2018,37.73,103.52,39.62,289.31,3.66,65.34,100
Bengaluru,19-01-2018,55,92.99,38.68,393.5,4.22,71.99,104
Bengaluru,20-01-2018,33.34,114.17,38.67,113.03,4.32,80.04,122
Bengaluru,21-01-2018,33.55,104.31,33.77,204.98,3.97,81.55,103
Bengaluru,22-01-2018,39.03,119.95,34.14,137.47,4.24,77.88,96
Bengaluru,23-01-2018,48.08,132.27,35.2,340.87,4.59,60.85,102
Bengaluru,24-01-2018,45.88,125.43,44.92,111.58,4.59,43.36,104
Bengaluru,25-01-2018,39.93,129.02,33.76,401.49,4.19,56.22,101
Bengaluru,26-01-2018,39.28,117.17,32.42,143.52,4.24,63.78,98
Bengaluru,27-01-2018,47.03,143.26,36.38,76.37,4.21,61.21,104
Bengaluru,28-01-2018,39.38,124.79,30.66,459.89,4.28,62.46,109
Bengaluru,29-01-2018,33.47,114.19,36.21,199.95,4.17,55.34,94
Bengaluru,30-01-2018,53.56,115.21,32.79,276.24,3.89,56.31,99
Bengaluru,31-01-2018,37.93,112.97,36.09,95.45,4.07,52.6,109
Bengaluru,01-02-2018,33.99,106.5,49.14,265.76,5.01,41.2,94
Bengaluru,02-02-2018,29.63,103.77,42.78,150.15,4.38,49.36,118
Bengaluru,03-02-2018,28.81,104.97,33.25,428.17,6.48,46.48,88
Bengaluru,04-02-2018,23.31,99.74,32.25,371.19,12.74,42.53,87
Bengaluru,05-02-2018,29.23,94.58,32.53,348.49,3.37,40.8,81
Bengaluru,06-02-2018,32.55,98.75,29.05,401.57,3.52,40.51,85
Bengaluru,07-02-2018,30.93,95.75,30.04,182.17,3.22,25.11,79
Bengaluru,08-02-2018,35.48,87.19,45.34,254.14,4.2,27.4,80
Bengaluru,09-02-2018,37.87,96.52,43.01,88.96,4.36,30.91,95
Bengaluru,10-02-2018,30.34,84.89,39.51,80.5,6.63,25.27,83
Bengaluru,11-02-2018,28.29,96.63,23.84,198.09,3.42,38.11,76
Bengaluru,12-02-2018,27.9,88.93,24.85,420.24,2.99,32.61,74
Bengaluru,13-02-2018,30.53,55.15,17.2,318.95,1.84,44.28,78
Bengaluru,14-02-2018,32.43,68.55,17.59,241.03,1.61,38.23,71
Bengaluru,15-02-2018,30.19,59.31,18.7,485.15,1.47,35.76,71
Bengaluru,16-02-2018,29.62,53.91,30.03,248.98,2.79,36.38,70
Bengaluru,17-02-2018,32.11,70.68,37.85,261,8.54,43.4,77
Bengaluru,18-02-2018,27.53,64.77,22.89,496.64,5.69,49.17,83
Bengaluru,19-02-2018,28.6,62.32,26.23,109.11,4.22,51.46,82
Bengaluru,20-02-2018,28.89,66.18,22.48,165.03,3.15,55.88,81
Bengaluru,21-02-2018,34.62,79.69,32.97,253.99,3.36,52.95,80
Bengaluru,22-02-2018,37.13,64.91,39.61,307.08,3.19,52.15,82
Bengaluru,23-02-2018,34.6,71.15,31.9,116.64,2.94,52.09,83
Bengaluru,24-02-2018,26.41,56.42,19.98,197.97,2.35,35.76,81
Bengaluru,25-02-2018,21.87,33.81,14.46,149.12,2.34,37.55,69
Bengaluru,26-02-2018,21.31,25.9,27.46,432.45,2.61,30.2,68
Bengaluru,27-02-2018,23.35,30.13,26.31,425.58,3.87,32.51,71
Bengaluru,28-02-2018,29.3,56.03,32.9,157.93,3.4,31.63,81
Bengaluru,01-03-2018,29.48,99.47,27.41,245.72,3.09,36.47,83
Bengaluru,02-03-2018,30.38,116.47,38.24,343.24,3.53,45.24,87
Bengaluru,03-03-2018,38.39,121.49,36.26,71.67,3.14,43.82,92
Bengaluru,04-03-2018,36.56,128.58,24.85,447.62,4.2,44.8,84
Bengaluru,05-03-2018,30.79,94.71,34.44,279.96,3.71,36.83,86
Bengaluru,06-03-2018,32.09,109.19,32.76,151.94,3.85,33.61,87
Bengaluru,07-03-2018,33.88,114.17,25.14,228.54,3.83,46.63,90
Bengaluru,08-03-2018,41.37,125.36,27.15,455.75,3.66,40.31,99
Bengaluru,09-03-2018,59.48,133.95,47.26,61.15,4.07,40.87,104
Bengaluru,10-03-2018,59.82,143.26,37.1,114.26,4.18,33.03,109
Bengaluru,11-03-2018,45.19,123.62,22.32,136.73,3.7,45.61,106
Bengaluru,12-03-2018,35.82,105.52,17.43,77.05,4.01,38.92,92
Bengaluru,13-03-2018,20.49,63.71,14.01,151.37,4.08,20.48,76
Bengaluru,14-03-2018,29.23,85.74,16.94,417.72,4.17,38.25,75
Bengaluru,15-03-2018,26.46,54.8,22.08,287.18,3.95,26.5,77
Bengaluru,16-03-2018,19.13,33.54,28.79,322.44,3.88,23.65,71
Bengaluru,17-03-2018,23.01,33.85,27.98,120.15,4.27,26.48,74
Bengaluru,18-03-2018,20.75,33.52,16.69,175.24,3.39,20.61,53
Bengaluru,19-03-2018,31.94,57.31,24.94,462.87,3.33,50.57,61
Bengaluru,20-03-2018,43.91,70.07,35.38,144.7,3.26,46.5,97
Bengaluru,21-03-2018,42.72,98.38,31.97,458.03,3.02,53.46,124
Bengaluru,22-03-2018,31.78,176.51,50.97,348.45,3.78,34.26,135
Bengaluru,23-03-2018,40.18,136.77,62.66,276.25,3.89,32.05,127
Bengaluru,24-03-2018,37.72,141.77,27.94,128.28,3.61,58.64,100
Bengaluru,25-03-2018,38.84,113.42,27.43,353.12,3.59,54.78,98
Bengaluru,26-03-2018,,94.3,35.66,448.88,5.17,,100
Bengaluru,27-03-2018,19.85,72.36,34.2,121.9,6.99,73.5,87
Bengaluru,28-03-2018,,,,52.78,,,
Bengaluru,29-03-2018,,129.91,45.77,383.03,1.5,,
Bengaluru,30-03-2018,,126.18,25.98,320.21,1.48,,118
Bengaluru,31-03-2018,,95.37,24.6,276.39,2.58,,104
Bengaluru,01-04-2018,,112.89,22.45,255.22,2.83,,102
Bengaluru,02-04-2018,,96.92,26.81,273.92,3,,107
Bengaluru,03-04-2018,,100.63,40.15,218.56,3.91,,98
Bengaluru,04-04-2018,,106.41,35.38,87.05,3.42,,108
Bengaluru,05-04-2018,,114.6,33.5,399.08,3.39,,107
Bengaluru,06-04-2018,,108.71,37.46,260.53,3.64,,108
Bengaluru,07-04-2018,,109.09,28.66,421.23,3.55,,106
Bengaluru,08-04-2018,,94.63,24.25,492,3.4,,103
Bengaluru,09-04-2018,,67.05,23.57,127.29,3.34,,93
Bengaluru,10-04-2018,,64.9,29.63,407.07,3.47,,
Bengaluru,11-04-2018,,63.33,24.34,489.88,3.4,,
Bengaluru,12-04-2018,,64.13,26.2,376,3.24,,88
Bengaluru,13-04-2018,28.96,57.17,25.44,160.69,3.56,,65
Bengaluru,14-04-2018,,60.06,22,453.42,3.8,,62
Bengaluru,15-04-2018,,57.83,16.94,406.95,3.42,,65
Bengaluru,16-04-2018,30.43,55,19.09,252.19,3.01,,61
Bengaluru,17-04-2018,32.38,61.9,27.27,307.66,2.74,,70
Bengaluru,18-04-2018,36.4,69.46,30.93,374.86,2.73,,67
Bengaluru,19-04-2018,47.67,79.33,27.36,106.03,6.9,,81
Bengaluru,20-04-2018,36.52,60.94,32.2,467.14,2.28,66.22,85
Bengaluru,21-04-2018,33.4,84.17,37.81,494.35,2.7,,79
Bengaluru,22-04-2018,33.42,75.88,19.6,198.74,3.94,,74
Bengaluru,23-04-2018,41.19,60.47,19.98,371.79,3.94,90.99,66
Bengaluru,24-04-2018,42.62,77.31,29.87,239.59,4.05,55.89,82
Bengaluru,25-04-2018,42.99,58.32,53.65,62.48,4.06,49.01,74
Bengaluru,26-04-2018,49.93,,24.84,481.42,5.71,46.4,83
Bengaluru,27-04-2018,44.12,,20.7,114.04,5.25,53.72,103
Bengaluru,28-04-2018,39.22,,21.73,83.72,5.54,40.12,82
Bengaluru,29-04-2018,44.57,,28.96,426.74,6.03,45.33,81
Bengaluru,30-04-2018,187.49,,25.4,65.24,5.46,46.3,100
Bengaluru,01-05-2018,59.11,,18.64,359.55,6.12,48.92,352
Bengaluru,02-05-2018,65.71,,24.39,468.53,9.43,41.52,114
Bengaluru,03-05-2018,44.58,,34.25,232.78,5.83,46.69,98
Bengaluru,04-05-2018,113.31,,26.78,80.76,6.65,45.87,73
Bengaluru,05-05-2018,62.35,,33.46,148.23,4.22,38.61,144
Bengaluru,06-05-2018,79,,24.55,476.75,5.71,44.38,99
Bengaluru,07-05-2018,50.52,,60.58,259.42,5.1,36.48,151
Bengaluru,08-05-2018,55.88,,33.39,293.61,6.3,32.43,113
Bengaluru,09-05-2018,32.46,,27.7,120.23,5.64,52.6,76
Bengaluru,10-05-2018,28.99,,27.51,463.11,5.31,41.46,65
Bengaluru,11-05-2018,27.03,,39.99,282.71,5.48,24.19,59
Bengaluru,12-05-2018,27.01,,24.22,287.99,4.33,39.45,62
Bengaluru,13-05-2018,26.73,,26.31,309.22,5.76,46.78,60
Bengaluru,14-05-2018,33.13,,47.07,395.32,7.1,37.5,69
Bengaluru,15-05-2018,35.64,,41.15,141.33,6.35,44.59,64
Bengaluru,16-05-2018,34.36,,34.6,474.05,6.26,29.15,61
Bengaluru,17-05-2018,39.69,,24,128.93,5.16,41.75,65
Bengaluru,18-05-2018,43.05,124.39,33.14,138.84,4.09,35.22,92
Bengaluru,19-05-2018,45.09,94.78,42.69,55.58,4.82,42.52,98
Bengaluru,20-05-2018,47.83,66.81,18.67,58.86,4.3,47.98,80
Bengaluru,21-05-2018,52.64,58.23,33.17,242.98,4.51,36.12,71
Bengaluru,22-05-2018,59.24,71.88,35.39,132.34,3.12,41.2,90
Bengaluru,23-05-2018,62.6,84.46,35.36,145.36,4.33,30.74,117
Bengaluru,24-05-2018,35.4,65.64,32.53,494.57,4.77,34.78,70
Bengaluru,25-05-2018,46.14,64.28,30.05,468.19,4.87,27.78,73
Bengaluru,26-05-2018,33.64,43.62,30.58,195.1,3.78,22.59,76
Bengaluru,27-05-2018,41.73,52.37,29.69,204.42,3.86,19.04,89
Bengaluru,28-05-2018,29.29,48.38,18.87,181.44,4.26,30.76,80
Bengaluru,29-05-2018,16.92,27.94,15.29,447,3.57,27.82,67
Bengaluru,30-05-2018,35.67,38.75,21.27,94.23,3.68,23.37,60
Bengaluru,31-05-2018,33.16,41.38,22.99,312.84,3.55,21.01,73
Bengaluru,01-06-2018,42.07,60.8,25.48,133.84,3.69,24.28,68
Bengaluru,02-06-2018,44.47,54.34,35.43,391.17,6.55,23.96,86
Bengaluru,03-06-2018,38.79,29.26,22.36,334.11,4.18,16.46,88
Bengaluru,04-06-2018,23.35,28.86,20.58,224.53,4.39,15.51,60
Bengaluru,05-06-2018,25.5,22.18,16.5,94.15,6.31,16.54,61
Bengaluru,06-06-2018,22.77,27.69,17.25,395.33,7.21,12.58,63
Bengaluru,07-06-2018,25.27,31.71,16.84,84.67,5.85,13.22,70
Bengaluru,08-06-2018,19.28,21.36,15.8,173.18,6.23,11.05,50
Bengaluru,09-06-2018,19.32,26.98,16.01,164.14,5.35,15.82,52
Bengaluru,10-06-2018,18.93,28.7,20.85,310.34,5.19,12.71,51
Bengaluru,11-06-2018,23.76,34.25,15.51,281.18,4.66,10.74,65
Bengaluru,12-06-2018,23.78,48.19,13.32,175.88,3.37,13.91,50
Bengaluru,13-06-2018,27.34,48.59,15.9,243.67,4,12.97,49
Bengaluru,14-06-2018,31.79,35.64,19.26,246.36,2.91,16.41,61
Bengaluru,15-06-2018,61.43,33.51,23.54,308.1,3.21,18.53,83
Bengaluru,16-06-2018,22.24,43.59,18.63,454.21,3.24,13.77,106
Bengaluru,17-06-2018,17.38,42.66,15.39,113.87,3.83,8.71,55
Bengaluru,18-06-2018,13.38,100.6,14.75,300.96,4.93,11.02,69
Bengaluru,19-06-2018,32.62,100.12,12.51,58.27,4.53,14.71,81
Bengaluru,20-06-2018,13.64,73.69,14.01,364.2,4.83,21.95,69
Bengaluru,21-06-2018,16.71,76.66,20.26,338.18,5.1,25.83,64
Bengaluru,22-06-2018,18.94,79.08,31.69,362.31,4.68,26.92,64
Bengaluru,23-06-2018,23.76,55.83,23.67,263.72,4.7,17.71,66
Bengaluru,24-06-2018,21.84,73.73,15.51,134.09,4.64,15.09,64
Bengaluru,25-06-2018,51.82,70.62,14.77,251.64,4.79,14.73,87
Bengaluru,26-06-2018,32.62,56.97,13.9,60.62,4.78,18.29,92
Bengaluru,27-06-2018,11.68,42.25,15.17,221.65,4.87,16.43,60
Bengaluru,28-06-2018,9.23,34.44,17.93,427.36,5.5,15.6,57
Bengaluru,29-06-2018,11.93,44.86,17.94,202.36,5.95,17.84,51
Bengaluru,30-06-2018,18.23,65.8,33.04,316.29,6.63,10.67,66
Bengaluru,01-07-2018,19.15,64.03,22.68,167.5,6.11,11.29,72
Bengaluru,02-07-2018,16.29,55.13,27.31,110.4,6.9,16.14,63
Bengaluru,03-07-2018,21.63,62.68,20.07,284.42,7.51,16.04,63
Bengaluru,04-07-2018,18.55,71.37,15.35,66.09,6.49,14.42,60
Bengaluru,05-07-2018,20.36,74.52,17.48,457.02,6.47,15.83,61
Bengaluru,06-07-2018,21.44,58.91,16.86,399.73,6.63,15.59,65
Bengaluru,07-07-2018,15.56,38.84,17.49,499.06,7.2,18.73,56
Bengaluru,08-07-2018,22.83,42.49,14.5,496.93,7.09,16.35,62
Bengaluru,09-07-2018,21.11,56.44,18.16,378.04,7.5,13.71,66
Bengaluru,10-07-2018,36.65,52.63,20.32,399.51,7.49,14.05,63
Bengaluru,11-07-2018,20.8,53.13,16.23,287.64,8.27,14.5,78
Bengaluru,12-07-2018,17.82,51.19,14.74,148.34,8.6,15.79,56
Bengaluru,13-07-2018,16.63,47.82,15.78,413.78,7.14,18.07,53
Bengaluru,14-07-2018,18.87,60.54,15.81,171.36,7.47,16.19,57
Bengaluru,15-07-2018,17.08,63.33,12.25,342.49,6.66,17.01,62
Bengaluru,16-07-2018,19.93,47.19,16.2,378.89,7.32,13.25,59
Bengaluru,17-07-2018,16.98,53.45,15.05,303.93,7.56,18.52,60
Bengaluru,18-07-2018,18.83,56.14,13.81,348.23,7.75,17.83,57
Bengaluru,19-07-2018,16.82,43.02,16.04,181.81,7.58,18.19,59
Bengaluru,20-07-2018,15.52,41.94,16.03,392.23,7.49,22.36,52
Bengaluru,21-07-2018,17.44,52.67,17.69,474.6,7.68,21.97,59
Bengaluru,22-07-2018,18.63,67.89,14.94,267.8,8.01,21.53,60
Bengaluru,23-07-2018,19.86,51.56,18.69,104.44,7.9,15.16,65
Bengaluru,24-07-2018,17.85,50.14,16.37,328.87,7.08,13.77,64
Bengaluru,25-07-2018,17.62,44.75,18.57,203.64,7.68,12.29,59
Bengaluru,26-07-2018,20,55.87,28.4,238.6,7.55,13.43,65
Bengaluru,27-07-2018,22.28,64.9,21.86,118.23,7.46,15.22,68
Bengaluru,28-07-2018,21.05,64.54,17.94,331.6,6.84,16.19,59
Bengaluru,29-07-2018,20.1,57.53,15.62,404.26,6.51,15.94,66
Bengaluru,30-07-2018,22.92,65.5,18.15,394.9,7.18,14.61,64
Bengaluru,31-07-2018,20.96,67.39,19.01,497.25,6.44,15.43,62
Bengaluru,01-08-2018,20.59,68.6,22.78,145.49,6,14.61,66
Bengaluru,02-08-2018,20.73,68.41,19.33,461.36,6.28,15.23,68
Bengaluru,03-08-2018,23.34,71.35,18.78,379.68,6.5,12.05,72
Bengaluru,04-08-2018,27.61,94.02,18.82,368.37,6.8,12.14,77
Bengaluru,05-08-2018,20.75,81.19,15.27,357.69,7.15,13.44,77
Bengaluru,06-08-2018,23.63,66.31,18,292.26,5.94,14.22,67
Bengaluru,07-08-2018,18.24,59.59,18.39,220.39,6.18,13.14,67
Bengaluru,08-08-2018,18.35,43.88,20.05,474.51,6.68,11.18,60
Bengaluru,09-08-2018,17.33,55.07,17.68,117.99,6.27,13.65,58
Bengaluru,10-08-2018,18.24,59.31,16.8,129.19,7.52,11.75,60
Bengaluru,11-08-2018,18.6,46.24,17.12,57.52,6.44,11.75,56
Bengaluru,12-08-2018,10.61,35.22,13.53,382.72,6.96,12.48,57
Bengaluru,13-08-2018,11.4,39.72,15.3,452.29,5.96,11.69,53
Bengaluru,14-08-2018,13.1,31.87,17.12,133.72,6.34,11.02,60
Bengaluru,15-08-2018,15.35,36.24,15.93,65.49,6.35,11.1,59
Bengaluru,16-08-2018,12.86,38.58,16.13,159.85,5.58,15.54,52
Bengaluru,17-08-2018,16.77,52.28,15.35,447.65,5.76,14.21,48
Bengaluru,18-08-2018,20.09,65.73,15.9,57.28,6.76,14.37,57
Bengaluru,19-08-2018,16.78,52.97,16.35,95.52,6.44,15.56,59
Bengaluru,20-08-2018,24.78,67.41,18.52,61.24,6.65,14.54,53
Bengaluru,21-08-2018,20.61,77.55,17.55,474.42,5.95,16.38,69
Bengaluru,22-08-2018,20.75,74,17.29,110.98,6.92,16.23,65
Bengaluru,23-08-2018,17.29,52.66,17.95,455.19,7.32,13.6,63
Bengaluru,24-08-2018,18.74,60.28,18.94,263.05,7.81,12.61,62
Bengaluru,25-08-2018,22.36,75.89,19.62,227.69,7.61,12.01,67
Bengaluru,26-08-2018,18.42,60.03,18.03,241.93,7.07,13.19,70
Bengaluru,27-08-2018,19.86,64.68,19.41,238.4,7.09,10.61,62
Bengaluru,28-08-2018,21.93,63.28,18.83,203.78,6.5,12.42,64
Bengaluru,29-08-2018,20.52,49.08,18.42,414.86,6.94,10.52,68
Bengaluru,30-08-2018,23.33,66.23,17.92,278.6,7.56,11.59,68
Bengaluru,31-08-2018,19.74,57.18,23.85,495.94,7.34,12.01,64
Bengaluru,01-09-2018,23.62,78.59,18.76,283,7.25,15.32,68
Bengaluru,02-09-2018,21.84,69.2,17.44,418.31,8.3,17.84,66
Bengaluru,03-09-2018,25.06,73.19,20.87,385.29,8.66,16.89,63
Bengaluru,04-09-2018,32.78,81.02,26.03,230.5,8.63,18.24,76
Bengaluru,05-09-2018,25.32,77.04,21.06,404.89,7.69,18.23,78
Bengaluru,06-09-2018,25.21,71.56,21.41,119.74,8.53,17.79,66
Bengaluru,07-09-2018,27.2,66.34,20.41,141.5,8.27,16.77,70
Bengaluru,08-09-2018,18.32,47.45,19.4,328.5,7.58,17.16,63
Bengaluru,09-09-2018,19.07,56.66,23.74,370.2,7.65,23.36,64
Bengaluru,10-09-2018,28.1,72.52,29.62,339.72,7.71,21.64,73
Bengaluru,11-09-2018,30.34,79.46,34.78,279.25,6.95,32.98,90
Bengaluru,12-09-2018,24.47,73.31,38.97,111.92,7.44,33.73,91
Bengaluru,13-09-2018,29.84,76.26,38.83,217.74,8.27,21.83,88
Bengaluru,14-09-2018,27.72,76.6,42.11,322.2,7.55,32.17,94
Bengaluru,15-09-2018,24.1,56.2,40.13,151.73,7.46,25.3,77
Bengaluru,16-09-2018,24.43,55.34,35.93,337.03,8.26,19.68,73
Bengaluru,17-09-2018,19.03,49.62,30.55,155.43,7.87,11.82,74
Bengaluru,18-09-2018,19.86,64.1,24.34,94.04,7.24,13.4,65
Bengaluru,19-09-2018,20.21,69.15,23.2,195.95,7.82,16.89,65
Bengaluru,20-09-2018,25.55,74.65,41.9,172.74,7.22,18.67,79
Bengaluru,21-09-2018,26.75,81.33,33.38,414.7,6.83,19.11,87
Bengaluru,22-09-2018,24.45,80.93,30.37,267.63,7.24,21.83,77
Bengaluru,23-09-2018,30.84,75.04,38.12,78.82,7.1,26.8,87
Bengaluru,24-09-2018,22.6,56.12,35,417.01,6.7,29.89,85
Bengaluru,25-09-2018,26.76,63.24,40.97,170.91,6.79,22.54,78
Bengaluru,26-09-2018,31.25,76.66,28.45,305.54,6.76,23.35,85
Bengaluru,27-09-2018,29.24,72.24,30.94,293.69,6.59,20.67,80
Bengaluru,28-09-2018,26.36,77.69,27.64,487.21,6.14,14.86,78
Bengaluru,29-09-2018,17.35,64.18,25.67,164.72,6.06,12.5,75
Bengaluru,30-09-2018,25.28,62.82,23.56,115.33,5.67,16.11,70
Bengaluru,01-10-2018,21.61,66.61,25.53,166.29,6.59,18.94,82
Bengaluru,02-10-2018,14.51,51.79,19.67,309.41,6.36,15.9,67
Bengaluru,03-10-2018,15.17,52.6,20.76,147.89,6.27,16.22,65
Bengaluru,04-10-2018,21.47,46.9,21.67,203.21,6.52,8.9,65
Bengaluru,05-10-2018,13.99,40.41,19.47,346.12,6.96,11.69,62
Bengaluru,06-10-2018,14,42,19.84,102.42,6.52,10.5,56
Bengaluru,07-10-2018,20.86,69.05,23.91,475.39,6.73,16.31,62
Bengaluru,08-10-2018,32.94,96.04,26.49,289.56,6.84,18.26,73
Bengaluru,09-10-2018,31.82,91.63,32.27,267.62,6.89,22.25,80
Bengaluru,10-10-2018,40.93,109.21,34.32,213.37,6.48,23.46,93
Bengaluru,11-10-2018,55.08,147.26,43.63,160.55,6.55,21.65,110
Bengaluru,12-10-2018,56.31,151.57,44.04,267.53,6.53,22.96,115
Bengaluru,13-10-2018,72.74,158.69,41.95,268.82,6.35,28.02,167
Bengaluru,14-10-2018,48.48,100.3,26.49,75.25,6.28,34.33,116
Bengaluru,15-10-2018,41.44,88.52,28.25,431.32,6.36,23.25,88
Bengaluru,16-10-2018,35.37,94.07,26.88,419.34,6.52,19.06,90
Bengaluru,17-10-2018,19.99,51.83,22.81,251.51,6.56,18.23,75
Bengaluru,18-10-2018,62.95,55.23,28.34,201.54,6.45,21.13,116
Bengaluru,19-10-2018,20.75,61.94,21.84,274.52,6.31,19.64,81
Bengaluru,20-10-2018,25.61,86.65,25.93,149.65,6.74,27.25,71
Bengaluru,21-10-2018,36.42,122.86,30.1,50.38,7.29,29.37,88
Bengaluru,22-10-2018,37.81,132.8,41.15,209.44,7.54,29.12,102
Bengaluru,23-10-2018,49.17,123.18,43.25,58.1,8.02,24.69,119
Bengaluru,24-10-2018,62.67,111.41,40.4,68.32,8.31,24.3,132
Bengaluru,25-10-2018,46.34,121.55,36.95,63.26,6.52,25.3,110
Bengaluru,26-10-2018,50.19,123.42,40.42,446.03,7.67,30.95,101
Bengaluru,27-10-2018,39.65,112.7,45.83,114.62,6.75,37.95,107
Bengaluru,28-10-2018,37.32,96.1,45.79,164.45,6.29,38.38,108
Bengaluru,29-10-2018,36.11,101.84,56.14,270.62,7.03,35.49,103
Bengaluru,30-10-2018,40.12,109.55,58.13,288.19,6.8,28.94,125
Bengaluru,31-10-2018,40.02,106.07,42.16,104.93,5.81,26.11,107
Bengaluru,01-11-2018,20.96,66.49,31.6,459.28,7.01,23.72,92
Bengaluru,02-11-2018,17.57,56.53,24.14,153.99,6.14,16.57,84
Bengaluru,03-11-2018,21.42,63.23,24.36,474.16,6.46,20.21,82
Bengaluru,04-11-2018,21.84,77.72,22.91,165.59,6.17,27.03,74
Bengaluru,05-11-2018,23.98,90.86,28.89,51.17,6.14,21.7,81
Bengaluru,06-11-2018,41.38,116.55,30.42,487.34,7.11,20.31,110
Bengaluru,07-11-2018,57.03,107.56,31.2,267.67,7.8,27.35,97
Bengaluru,08-11-2018,61.98,108.02,32.99,445.44,7.7,23.63,144
Bengaluru,09-11-2018,33.68,98.45,29.99,380.45,5.77,25.02,94
Bengaluru,10-11-2018,50.36,88.44,35.38,130.56,4.97,29.27,96
Bengaluru,11-11-2018,55.48,101.12,37.67,430.37,5.67,34.04,105
Bengaluru,12-11-2018,63.66,120.24,47.6,72.99,6.65,25.83,113
Bengaluru,13-11-2018,71.05,130.84,50.42,278.4,7.96,28.07,143
Bengaluru,14-11-2018,77.53,143.53,56.64,164.35,7.78,25.98,143
Bengaluru,15-11-2018,58.35,105.52,43.91,212.71,6.5,17.61,141
Bengaluru,16-11-2018,25.1,59.99,28.79,390.66,5.06,19.48,88
Bengaluru,17-11-2018,49.2,96.6,28.7,357.52,5.2,35.62,84
Bengaluru,18-11-2018,41.2,83.45,20.87,248.04,5.38,26.38,91
Bengaluru,19-11-2018,19.95,61.66,22.54,70.66,5.57,13.5,77
Bengaluru,20-11-2018,25.85,67.23,28.52,67.96,5.21,16.08,77
Bengaluru,21-11-2018,33.31,71.11,28.34,365.99,5.74,21.91,81
Bengaluru,22-11-2018,17.95,39.52,24.12,476.97,5.89,11.65,73
Bengaluru,23-11-2018,25.58,50.78,27.32,431.27,5.57,11.55,79
Bengaluru,24-11-2018,108.3,93.05,29.96,104.98,5.34,25.36,144
Bengaluru,25-11-2018,61.34,106.53,27.32,104.55,5.25,41.24,142
Bengaluru,26-11-2018,71.66,119.7,30.65,324.74,5.65,58.03,124
Bengaluru,27-11-2018,54.73,137.9,36.44,345.93,5.5,62.99,127
Bengaluru,28-11-2018,59.58,112.2,29.98,327.42,5.6,52.81,127
Bengaluru,29-11-2018,42.06,86.54,25.48,448.43,5.48,42.35,119
Bengaluru,30-11-2018,43.16,79.92,28.44,153.95,5.46,47.85,94
Bengaluru,01-12-2018,40.67,83.54,31.03,127.53,5.49,50.45,86
Bengaluru,02-12-2018,28.25,68.25,24.59,461.38,6.21,59.89,92
Bengaluru,03-12-2018,33.56,69.43,25.62,374.97,6.78,43.92,73
Bengaluru,04-12-2018,25.83,74.27,26.42,370.28,5.86,24.11,75
Bengaluru,05-12-2018,51.43,64.2,23.94,200.92,5.69,26.63,106
Bengaluru,06-12-2018,29.32,81.35,29.76,332.54,6.47,35.15,87
Bengaluru,07-12-2018,37.49,150.02,31.25,377.02,5.9,33.42,90
Bengaluru,08-12-2018,61,98.66,33.48,320.12,5.86,52.77,119
Bengaluru,09-12-2018,63.28,110.14,23.23,381.3,7.38,80.57,128
Bengaluru,10-12-2018,75.78,137.41,30.66,315.52,5.77,76.51,157
Bengaluru,11-12-2018,88.98,177.97,38.55,491.91,5.94,69.85,180
Bengaluru,12-12-2018,78.59,142.62,40.02,271.4,6.32,66.64,179
Bengaluru,13-12-2018,67.36,103.83,36.8,55.61,6.32,59.79,148
Bengaluru,14-12-2018,48.45,84.47,36.41,123.5,6.57,50.06,103
Bengaluru,15-12-2018,47.62,81.06,35.48,483.87,6.24,48.1,85
Bengaluru,16-12-2018,64.42,109.67,40.02,261.28,6.45,73.64,112
Bengaluru,17-12-2018,86.94,140.52,54.92,104.23,7.69,51.64,146
Bengaluru,18-12-2018,98.84,181.41,63.57,120.12,5.98,38.34,225
